username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Mass. Public Health,23711785,"Boston, MA",2023-01-17 20:00:30,Tested positive for COVID-19 and have symptoms? Prescription treatments are available. Start soon and help reduce y… https://t.co/iqL0VSqCzr,2,Twitter Media Studio,
Nancy Shields,713289838,"Stoneham, MA",2023-01-17 19:58:16,@MiaFarrow He’s been a bit cavalier with Covid as well….I worry so for my grandkids…and my DIL is pregnant. they ar… https://t.co/oCnxq9SC7q,0,Twitter for iPad,
g_money_stud,409309880,Boston,2023-01-17 19:56:32,"@molswi47 @torontolife What compels U to choose sides?

Do U think I care about your politics or who is in the mino… https://t.co/kt2F2PEmbY",0,Twitter Web App,
Winder,3252981345,"Newton,Ma",2023-01-17 19:54:32,@TedFred27849852 @treybien @backtolife_2023 @BretWeinstein Failing to show any benifit aginst covid in double blind… https://t.co/1NUcSubgXs,0,Twitter Web App,
Boston Globe Food,22217027,"Boston, MA",2023-01-17 19:53:33,"When dining igloos first gained popularity, they were like little heated bubbles for a somewhat private — or COVID-… https://t.co/Tn4UbGztDl",0,Twitter Web App,
Sue O'Connell,441972713,Boston,2023-01-17 19:49:50,"@markpothier @BostonGlobe We’ll, full disclosure- it took 5 hours of my life this morning that I’ll never get back.… https://t.co/U86XvtBBwo",0,Twitter for iPhone,
TG_Blind🏳️‍🌈,1266451302013382657,"Boston, MA",2023-01-17 19:48:49,"Yeah, my long time friend mother died from Covid a couple weeks ago https://t.co/UsZ4qumkwY",0,Twitter for iPhone,
Manny,932650779873349632,"Boston, MA",2023-01-17 19:39:24,@yung_gav1 @BloodyElbow Does Dana say that or reporters flipping their words. Ask to fight and fighters say No. don… https://t.co/HfwsDNGiGm,0,Twitter for iPhone,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:39:10,"@mtaibbi @0rf Now you are practicing pediatrics without a license.
https://t.co/fgQJObgnpd",0,Twitter Web App,
Bledsoes Patriots,379501191,"boston, ma",2023-01-17 19:38:03,"@JerWhitten Lol, i asked how the lebron thing was working out. If u count that covid championship as a real one, La… https://t.co/GzkDLGcI8H",0,Twitter for iPhone,
Boston Business Journal,16684965,"Boston, MA",2023-01-17 19:30:13,The median price for a single-family in Greater Boston is lower than it was a year ago. That's the first time that'… https://t.co/btALGmXiQX,0,True Anthem,
matthew,1326310770410393602,"Boston, MA",2023-01-17 19:29:20,I’m gonna make an alternate account to fake symptoms to the Covid vaccine,0,Twitter for iPhone,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:28:01,"@GovRonDeSantis So now you decided to follow in China's footsteps?
You might lose all your supporters to COVID by 2… https://t.co/vDeMP26NDk",1,Twitter Web App,
Dr. Hadas Kotek 🦄,2774270693,"Somerville, MA",2023-01-17 19:24:10,@jadincmoore Yep totally makes sense. Of course you don’t want to get Covid but why not get the flu or RSV or other shit 🙃,0,Twitter for iPhone,
Jeremy Faust MD MS (ER physician),35328942,"Boston, MA",2023-01-17 19:23:15,"@elonmusk @RobertKennedyJr Hi Elon. I study excess mortality + Covid. 

We are not overcounting Covid deaths.

This… https://t.co/EUPDkELl16",78,Twitter Web App,
Kimberly Blanton,335363522,Boston College,2023-01-17 19:22:40,Study on people born during the Great Depression might hold lessons for young people born during the Great Recessio… https://t.co/rsuVIQzTzG,1,Twitter Web App,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:16:57,"@business China should be real proud of its recent accomplishment... 
https://t.co/zJEf3pgRWQ",0,Twitter Web App,
bostondotcon,1545469986247950337,"Boston, MA",2023-01-17 19:16:52,"@Brahmslover1278 Talked to someone today who has gotten covid 6 times.
They have also gotten the vaxx and all of th… https://t.co/oTfrrIshwV",0,Twitter Web App,
Reading Patch,136376854,"Reading, MA",2023-01-17 19:10:06,The clinic is from 2 p.m. to 5 p.m. at Coolidge Middle School. Those interested in attending can sign up online for… https://t.co/olKcmGTako,0,SocialFlow,
phillip,989206329490333696,Medford MA,2023-01-17 19:09:21,"@NewsWire_US Surprised this didn’t happen sooner, seems a little late now. COVID spike already declining after New Years",0,Twitter Web App,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:06:35,"@SarahHuckabe is trying to get credit for Chinese ""success"" that will produce same results in Arkansas.… https://t.co/iFW4JTrjCP",0,Twitter Web App,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:04:07,"@krassenstein @SarahHuckabee China successfully removed all restrictions too...
https://t.co/zJEf3pgRWQ",2,Twitter Web App,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 19:03:04,"@SarahHuckabee China also recently removed all restrictions &amp; see how successfully it works there!...
https://t.co/zJEf3phpMo",0,Twitter Web App,
India New England,80902627,"Waltham, MA",2023-01-17 19:03:03,Covid-19 during pregnancy increases serious health risks: Study https://t.co/FgJ4D0QaFi,0,dlvr.it,
Mass. Public Health,23711785,"Boston, MA",2023-01-17 19:01:43,"Due to recent federal action, the extra COVID SNAP benefits are ending March 2, 2023 in MA. Households will continu… https://t.co/V5cx4uggnC",9,Hootsuite Inc.,
Elizabeth Wood 🧬,1839299466,"Cambridge, MA",2023-01-17 18:59:30,This will be a rare #inperson appearance for me as we continue to await the 6-month mark for flu and Covid vaccines… https://t.co/gT9Bc5QGlJ,0,Twitter Web App,
Cambridge Public Health Dept 😷🩹,3341544519,"Cambridge, MA",2023-01-17 18:53:43,"The Get Boosted program has been extended through March 31!

#Massachusetts residents of all ages who get vaccinate… https://t.co/Qkw3BYXlNG",0,Twitter Web App,
NEJM Journal Watch,25952049,"Waltham, MA",2023-01-17 18:50:05,"Among patients vaccinated against #COVID19, molnupiravir did not reduce hospitalization or death but appeared to ha… https://t.co/VTGVOywHNp",1,Emplifi,
COVID Monitor,1231916294578065408,"Boston, MA",2023-01-17 18:46:33,"Nearly 60,000 people have died of Covid in China in past five weeks https://t.co/gVAxIFjI6J",0,dlvr.it,
Kris Swiniarski,1579187741828456459,"Salem, MA",2023-01-17 18:41:32,@bone00afide Same here and I haven’t had Covid. It’s too bad that it’s so politicized that people are losing their… https://t.co/ynS6MlRWfR,0,Twitter for iPhone,
J.Whittingham,18117090,"Massachusetts, USA",2023-01-17 18:39:53,@AzPetrich Absolutely there have been side effects. And also there are many people who got Covid after receiving th… https://t.co/Wqx87WlJS4,0,Twitter for iPhone,
Jeremy Faust MD MS (ER physician),35328942,"Boston, MA",2023-01-17 18:39:47,"Data Snapshot: Are we overcounting Covid-19 deaths? No.

A recent @PostOpinions was published without data. That's… https://t.co/OwZ5ybaG22",31,Twitter Web App,
Jill Oliver,550110027,"Boston, MA",2023-01-17 18:37:43,@golddilettante @1goodtern It’s Covid!! I had the vax 5 times and no issues. Got Covid and since then my legs have… https://t.co/XSC5BCDXMo,0,Twitter for iPhone,
Julian Perry,2290338571,,2023-01-17 18:36:21,"@sweet_leems Last semester when I literally had covid and was going in for my day 5 test, the guy at the desk (who… https://t.co/Z9kx8MfSID",0,Twitter for iPhone,
Tiziana Dearing,17025706,"Boston, MA",2023-01-17 18:32:55,"I didn't have the part where we're concerned about a highly contagious sub-variant called ""Kraken"" on my COVID-19 b… https://t.co/BUpglVR2j3",0,TweetDeck Web App,
Katlyn johnson,886708973549887488,"Boston, MA",2023-01-17 18:31:06,Tested negative for covid but I definitely have a viral infection,0,Twitter for iPhone,
J.Whittingham,18117090,"Massachusetts, USA",2023-01-17 18:30:22,@AzPetrich What’s so hard to understand. Covid 19 and its variants have killed millions of people worldwide. And co… https://t.co/vsYyLVJMwL,0,Twitter for iPhone,
EHR Intelligence,407043981,"Danvers, Massachusetts",2023-01-17 18:30:01,#Telehealth #EHR integrations were twice as likely to contain specialized capabilities for COVID-19 response compar… https://t.co/6oyjczLUyu,0,Sprout Social,
MA Assoc Health Plan,348628740,"Boston, MA",2023-01-17 18:21:04,"The CDC’s community level data indicates that all of Massachusetts is at a “medium” level, as the state battles ano… https://t.co/dpsjuUiOfj",0,Twitter Web App,
Esteban Bustillos,3286913839,"Boston, MA",2023-01-17 18:09:23,"Karenna Groff is one of the best soccer players in @MITAthletics history, helped design and distribute COVID masks… https://t.co/UUDqqyDRps",0,Twitter Web App,
James Hollomon,732025080,"Boston, MA, USA",2023-01-17 18:08:08,1/17/23 Status: I'm OK save for 3 weeks of upper body sore muscles. Long COVID? Time will tell. Today's sunny with… https://t.co/yLqBzJ66DL,0,Twitter Web App,
Boston Mom,3370135227,"Boston, MA ",2023-01-17 18:07:56,"Will, I don’t recall far-right governors putting Covid infected elderly back in nursing homes killing thousands of… https://t.co/IlamBVrIPb",2,Twitter for iPhone,
DEGuarino,1079562186320683008,"Boston, MA",2023-01-17 18:03:54,"@JacqueS75433020 @gailendavid @RepMTG Umm, Biden's ""plan"" was exactly the same as Trump's. Emotions aren't reality… https://t.co/Z9QWVKzbkk",0,Twitter for Android,
Harvard Education Press,86138712,"Cambridge, MA",2023-01-17 18:03:32,HEP author @realScottPeters co-wrote a piece for @educationgadfly that examines the impact that COVID-19 has had on… https://t.co/ltiKDTWevi,2,Hootsuite Inc.,
Gemini6Ice,160424246,"Boston, MA",2023-01-17 18:02:28,"This may be crass to say, but maybe a bunch of celebrities dropping dead from Covid or cardiovascular issues follow… https://t.co/cU84txZQek",0,Mastodon-Twitter Crossposter,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 17:56:59,“What people don’t realize is one dose of any COVID vaccine gives you 100% protection against being hospitalized or… https://t.co/fnNmbg227V,3324,Twitter for iPhone,
Disability Wrath Month,1345049171284393988,"Boston, MA",2023-01-17 17:54:02,"If covid had not happened, would I still go to an out of state con? 🤔 I know I went to LI Who after the 2016 electi… https://t.co/K1vf16uYfS",0,Twitter for Android,
Arash,1262093159997353989,Dedham MA,2023-01-17 17:51:23,@elonmusk @RobertKennedyJr I believe hospitals they said were getting $36k per Covid death.  So they were making all deaths Covid.,0,Twitter for iPhone,
NFIB Massachusetts,65651779,"Boston, MA",2023-01-17 17:48:14,"UI will continue to be 2 important letters that need to be addressed by policymakers. Yes, UI fund appears stable &amp;… https://t.co/ld0TH3AuKt",0,Twitter Web App,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 17:46:59,"We are overcounting covid deaths and hospitalizations. That’s a problem.

This used to be a conspiracy theory… https://t.co/SQt9Ptqmlw",116,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 17:39:33,American Red Cross says they do not need to label their blood products as either vaccinated or unvaccinated from CO… https://t.co/XRA9WHRWL8,967,Twitter for iPhone,
Catholic Charities,100595835,"Boston, MA",2023-01-17 17:38:27,"Four months before COVID changed everything, Veronica Robson came to Labouré in South Boston to be the Program Dire… https://t.co/ly9dkxl1ll",0,Twitter Web App,
Kant Stop; Won’t Stop,1488681557107875844,"Boston, MA",2023-01-17 17:34:09,"@EarthAngel4u975 @RonnyJacksonTX They’re coming for our gas stoves! The border, COVID, classified documents; all di… https://t.co/5zSn98T4vM",0,Twitter for iPhone,
caliga,1280185456462827525,"Boston, MA",2023-01-17 17:33:17,@realjustgrov @HappyCamper2626 @itsJeffTiedrich No one pushed poison on anyone. The technology to create the vaccin… https://t.co/ERTSVKcNRZ,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 17:33:04,Are those who received a COVID vaccine sick and tired of being sick and tired yet?,127,Twitter for iPhone,
caliga,1280185456462827525,"Boston, MA",2023-01-17 17:28:56,@1981_elisabeth @HiawathaBattle @HappyCamper2626 @itsJeffTiedrich No but covid certainly could have caused all of t… https://t.co/xlpyYW6ijO,0,Twitter for iPhone,
LEIGH96,1456449544649125895,"Boston, MA",2023-01-17 17:26:24,@American_Mully @MrJames__321 @LadyJustice4512 @unusual_whales You’re not going to sit there and tell me Biden is w… https://t.co/AFLw1RL2jK,0,Twitter for iPhone,
Emily Vickers☮️,35324278,"Cambridge, MA.",2023-01-17 17:18:13,"@robertjwolfmd March 2020-horribly ill with pneumonia, long Covid and now chronic asthma. Vaxxed and boosted, plus… https://t.co/ppSbsAFEUh",1,Twitter for iPhone,
PA Phil,2828934069,"Boston, MA",2023-01-17 17:16:08,"@vlamers @ashtroid22 
  So the global spike in covid-19 cases &amp; deaths is because Dr's suddenly don't know how to f… https://t.co/fQiTHQBcYR",0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-17 17:14:38,"🚨— BREAKING Gary, 44, Missouri,
takes 1 dose of Pfizer's COVID vaccine on 4/10/21, next day forgets where
he is and… https://t.co/h2NB7ZalZP",1183,Twitter for iPhone,
Lysa Miller,160060356,Boston MA,2023-01-17 17:13:17,"The NEW Normal: Crucial COVID-19 Web Design and Digital Marketing Changes You Need to Make 
@liftoffmobile… https://t.co/xRVAXQ9gNq",0,CoSchedule,
Bornadata Bain,178108186,Boston Massachusetts,2023-01-17 17:12:58,While the biopharmaceutical industry has been impacted and pressured by various factors such as the Covid-19 pandem… https://t.co/ok7A8Xdyi2,0,LinkedIn,
jere🔥my,14053449,"Watertown, MA",2023-01-17 17:11:28,@evanifitkillsme @discoball2000 @Marc_Veld @julia_a_noack @_b_meyer The definition of long COVID is so broad as to… https://t.co/NatrNd8P6r,0,Twitter for iPhone,
ScaleUp!,1433768104471978027,Boston,2023-01-17 17:10:21,"#digitalhealth take note of the learnings from @AJMC_Journal article on integrating apps into EHR. #COVID specific,… https://t.co/Y1ZU1rnFiN",1,Twitter Web App,
Vivian Darkbloom,98509251,"Boston, MA",2023-01-17 17:06:14,I am not too sick from Covid but my sense of smell is at about 30%. A devotee sent me a scent exercise to do so I a… https://t.co/XigdahN55d,1,Twitter for iPhone,
"Town of Reading, MA",714523693691576320,"Reading, MA",2023-01-17 17:04:31,"Flu &amp; Covid Vaccine Clinic, Friday, Jan 20, 2-5PM, Coolidge Middle School, 89 Birch Meadow Rd. 

Please preregister… https://t.co/LLTKoJ8iUz",0,Twitter Web App,
Mae Murray,2188661076,"Boston, MA",2023-01-17 17:02:56,"This is the first day in a week and a half I’ve woken up feeling like myself. I’m still positive for COVID, and my… https://t.co/fMYcz7QYuu",0,Twitter for iPhone,
Nataly Minkina,1028354724888801280,"Boston, MA",2023-01-17 16:59:55,"@Reuters Seriously?! The only thing China's Lunar New Year travel to boost is COVID itself.
https://t.co/FJEsMzCWS0",0,Twitter Web App,
Tony Patelis,469447891,"Boston, MA",2023-01-17 16:58:53,No Chris Collins tomorrow night due to COVID. Week ruined.,1,Twitter Web App,
Vijay Iyer PhD,947050907321143296,"Boston, MA",2023-01-17 16:58:14,"@naoise00oo @kevinnbass Here is best study in my view, looking at a set of specific harms (dysautonomias/POTS) whic… https://t.co/d0lpM0jdzz",0,Twitter Web App,
Dave Portnoy,43775786,Boston,2023-01-17 16:56:07,Huh?  This is a forfeit not a postponement.   This isn’t 2020.    You can’t blame Covid and you certainly can’t bla… https://t.co/EIhFBrRRnE,148,Twitter for iPhone,
Story Horse! (He/Her) 🏴‍☠️,17409871,"Charlestown, MA",2023-01-17 16:50:32,Children of the COVID! https://t.co/tCPpiCUxGS via @YouTube,0,Twitter Web App,
Jodel P. Deauna,342453276,"Boston, MA",2023-01-17 16:49:45,"""INCOMING""! #COVID #COVID19 QUESTIONS? ASK #CDC! VACCINATION QUESTIONS? ASK CDC! ""GLOBAL""? A total of 13,107,022,92… https://t.co/TuwZZqWNaL",0,Twitter Web App,
"Sara—Wolves, Environment and Masks 🐺🌎😷🇺🇦",1072494696,"Boston, MA",2023-01-17 16:46:02,Linked below is a powerful article by @dr_kkjetelina outlining the science disputing the misinformation circulating… https://t.co/YuNZsyhJgF,0,Twitter for iPad,
The Boston Globe,95431448,"Boston, MA",2023-01-17 16:41:21,"When dining igloos first gained popularity, they were like little heated bubbles for a somewhat private — or COVID-… https://t.co/8MiSKLkX5o",1,SocialFlow,
eleanor,1139275542358888448,"Boston, MA",2023-01-17 16:37:01,@hannahxsoup Both times I’ve gotten covid it’s been because I wasn’t smoking enough weed. I’ll do better in the future,0,Twitter for iPhone,
Startup Boston,789513766161428480,"Boston, MA",2023-01-17 16:35:30,This grant was created for companies that were most effected by COVID-19 that are considering opening a brick-and-m… https://t.co/Zs6UFEmgyt,0,Twitter Web App,
RiskMap,4782164908,"Boston, MA",2023-01-17 16:34:04,"⚡️ Maternal, Infant Deaths Spike In Philippines During Covid-19 Pandemic https://t.co/SaDMr9l4AJ #news #riskmap https://t.co/5SmD2RTnUp",0,dlvr.it,
